,index,name,url,hdd_ssd,capacity,rpm0/read1,cache0/write1,PRICE
42,42,WESTERN DIGITAL WD100EFAX [10TB SATA600 5400],https://kakaku.com/item/K0000972162/,0,10000.0,5400.0,256000.0,39339.0
43,43,WESTERN DIGITAL WD2500AAKX [250GB SATA600 7200],https://kakaku.com/item/K0000315145/,0,250.0,7200.0,16000.0,2275.0
44,44,WESTERN DIGITAL WD10PURZ [1TB SATA600 5400],https://kakaku.com/item/K0000966641/,0,1000.0,5400.0,64000.0,5776.0
45,45,WESTERN DIGITAL WD6003FZBX [6TB SATA600 7200],https://kakaku.com/item/K0001035975/,0,6000.0,7200.0,256000.0,26508.0
46,46,SEAGATE ST500DM009 [500GB SATA600 7200],https://kakaku.com/item/K0000903571/,0,500.0,7200.0,32000.0,4552.0
47,47,SEAGATE ST10000VN0004 [10TB SATA600 7200],https://kakaku.com/item/K0000896128/,0,10000.0,7200.0,256000.0,34609.0
48,48,WESTERN DIGITAL WD1003FZEX [1TB SATA600 7200],https://kakaku.com/item/K0000596579/,0,1000.0,7200.0,64000.0,7933.0
49,49,WESTERN DIGITAL WD2005FBYZ [2TB SATA600 7200],https://kakaku.com/item/K0000922235/,0,2000.0,7200.0,128000.0,13059.0
50,50,SEAGATE ST12000VN0008 [12TB SATA600 7200],https://kakaku.com/item/K0001167551/,0,12000.0,7200.0,256000.0,39500.0
51,51,WESTERN DIGITAL WD140EFFX [14TB SATA600 5400],https://kakaku.com/item/K0001215996/,0,14000.0,5400.0,512000.0,62600.0
52,52,SEAGATE ST500DM002 [500GB SATA600 7200],https://kakaku.com/item/K0000280722/,0,500.0,7200.0,16000.0,3165.0
53,53,SEAGATE ST3160215ACE [160GB U100 7200],https://kakaku.com/item/K0000364318/,0,160.0,7200.0,2000.0,5980.0
54,54,WESTERN DIGITAL WD4003FRYZ [4TB SATA600 7200],https://kakaku.com/item/K0001207347/,0,4000.0,7200.0,256000.0,21500.0
55,55,SEAGATE ST10000VN0008 [10TB SATA600 7200],https://kakaku.com/item/K0001167552/,0,10000.0,7200.0,256000.0,33000.0
56,56,WESTERN DIGITAL WD5000AZLX [500GB SATA600 7200],https://kakaku.com/item/K0000449787/,0,500.0,7200.0,32000.0,4657.0
57,57,WESTERN DIGITAL WD10EZRZ-RT [1TB SATA600 5400],https://kakaku.com/item/K0000820662/,0,1000.0,5400.0,64000.0,5929.0
58,58,WESTERN DIGITAL WD1005FBYZ [1TB SATA600 7200],https://kakaku.com/item/K0000952001/,0,1000.0,7200.0,128000.0,9700.0
59,59,WESTERN DIGITAL WD2002FFSX [2TB SATA600 7200],https://kakaku.com/item/K0000921987/,0,2000.0,7200.0,64000.0,14900.0
60,60,SEAGATE ST4000NE001 [4TB SATA600 7200],https://kakaku.com/item/K0001192619/,0,4000.0,7200.0,128000.0,19580.0
61,61,WESTERN DIGITAL HUS726T6TALE6L4 [6TB SATA600 7200],https://kakaku.com/item/K0001114936/,0,6000.0,7200.0,256000.0,28200.0
62,62,WESTERN DIGITAL WD101PURZ [10TB SATA600 7200],https://kakaku.com/item/K0001078043/,0,10000.0,7200.0,256000.0,31350.0
63,63,WESTERN DIGITAL WD101KFBX [10TB SATA600 7200],https://kakaku.com/item/K0000972161/,0,10000.0,7200.0,256000.0,49700.0
64,64,SEAGATE ST14000NE0008 [14TB SATA600 7200],https://kakaku.com/item/K0001090644/,0,14000.0,7200.0,256000.0,50780.0
65,65,WESTERN DIGITAL WUH721414ALE6L4 [14TB SATA600 7200],https://kakaku.com/item/K0001127995/,0,14000.0,7200.0,512000.0,66578.0
66,66,WESTERN DIGITAL WD6003FRYZ [6TB SATA600 7200],https://kakaku.com/item/K0001207346/,0,6000.0,7200.0,256000.0,29778.0
67,67,WESTERN DIGITAL WD3200AAKS (320G SATA300 7200),https://kakaku.com/item/05302515806/,0,320.0,7200.0,16000.0,3264.0
68,68,WESTERN DIGITAL WD5000AZRZ-RT [500GB SATA600 5400],https://kakaku.com/item/K0000820665/,0,500.0,5400.0,64000.0,5250.0
69,69,SEAGATE ST1000VN002 [1TB SATA600 5900],https://kakaku.com/item/K0000896134/,0,1000.0,5900.0,64000.0,6980.0
70,70,HGST HUS722T1TALA604 [1TB SATA600 7200],https://kakaku.com/item/K0000935362/,0,1000.0,7200.0,128000.0,10052.0
71,71,SEAGATE ST2000DX002 [2TB SATA600 7200],https://kakaku.com/item/K0000913438/,0,2000.0,7200.0,64000.0,10208.0
72,72,SEAGATE ST2000NM0008 [2TB SATA600 7200],https://kakaku.com/item/K0001035506/,0,2000.0,7200.0,128000.0,13420.0
73,73,HGST HUS722T2TALA604 [2TB SATA600 7200],https://kakaku.com/item/K0001051522/,0,2000.0,7200.0,128000.0,15239.0
74,74,WESTERN DIGITAL WD121PURZ [12TB SATA600 7200],https://kakaku.com/item/K0001080062/,0,12000.0,7200.0,256000.0,50599.0
75,75,WESTERN DIGITAL WD5000AAKS (500G SATA300 7200),https://kakaku.com/item/05302515791/,0,500.0,7200.0,16000.0,3956.0
76,76,WESTERN DIGITAL WD5000AAKX [500GB SATA600 7200],https://kakaku.com/item/K0000164534/,0,500.0,7200.0,16000.0,4620.0
77,77,WESTERN DIGITAL WD5003AZEX [500GB SATA600 7200],https://kakaku.com/item/K0000411658/,0,500.0,7200.0,64000.0,7952.0
78,78,WESTERN DIGITAL WD2003FZEX [2TB SATA600 7200],https://kakaku.com/item/K0000596578/,0,2000.0,7200.0,64000.0,14938.0
79,79,WESTERN DIGITAL WD40EFRX [4TB SATA600 5400],https://kakaku.com/item/K0000573468/,0,4000.0,5400.0,64000.0,18655.0
80,80,WESTERN DIGITAL HUS726T4TALA6L4 [4TB SATA600 7200],https://kakaku.com/item/K0001114935/,0,4000.0,7200.0,256000.0,21349.0
81,81,WESTERN DIGITAL WD102KRYZ [10TB SATA600 7200],https://kakaku.com/item/K0001220516/,0,10000.0,7200.0,256000.0,47495.0
82,82,HGST HUH721010ALE600 [10TB SATA600 7200],https://kakaku.com/item/K0000835196/,0,10000.0,7200.0,256000.0,48900.0
83,83,HGST HUH721010ALE604 [10TB SATA600 7200],https://kakaku.com/item/K0000835204/,0,10000.0,7200.0,256000.0,49000.0
84,84,SEAGATE ST3250312AS [250GB SATA600 7200],https://kakaku.com/item/K0000228650/,0,250.0,7200.0,8000.0,2868.0
85,85,WESTERN DIGITAL WD20EFRX [2TB SATA600 5400],https://kakaku.com/item/K0000401035/,0,2000.0,5400.0,64000.0,9900.0
86,86,ロジテック 【直販モデル】 LHD-DA40SAKWR [4TB SATA600 7200],https://kakaku.com/item/K0000724970/,0,4000.0,7200.0,64000.0,17930.0
87,87,WESTERN DIGITAL WD4003FFBX [4TB SATA600 7200],https://kakaku.com/item/K0001046063/,0,4000.0,7200.0,256000.0,22880.0
88,88,WESTERN DIGITAL HUS728T8TALE6L4 [8TB SATA600 7200],https://kakaku.com/item/K0001114938/,0,8000.0,7200.0,256000.0,38045.0
89,89,WESTERN DIGITAL WD8004FRYZ [8TB SATA600 7200],https://kakaku.com/item/K0001207348/,0,8000.0,7200.0,256000.0,38055.0
90,90,WESTERN DIGITAL WD121KRYZ [12TB SATA600 7200],https://kakaku.com/item/K0000999796/,0,12000.0,7200.0,256000.0,53800.0
91,91,WESTERN DIGITAL HUH721212ALE604 [12TB SATA600 7200],https://kakaku.com/item/K0001127994/,0,12000.0,7200.0,256000.0,59675.0
92,92,SEAGATE ST3500418AS (500GB SATA300 7200),https://kakaku.com/item/K0000014805/,0,500.0,7200.0,16000.0,4154.0
93,93,SEAGATE ST6000DM004 [6TB SATA600 7200],https://kakaku.com/item/K0000930242/,0,6000.0,7200.0,256000.0,20600.0
94,94,WESTERN DIGITAL WD6003FFBX [6TB SATA600 7200],https://kakaku.com/item/K0001044791/,0,6000.0,7200.0,256000.0,29517.0
95,95,SEAGATE ST8000NE0004 [8TB SATA600 7200],https://kakaku.com/item/K0000980073/,0,8000.0,7200.0,256000.0,34429.0
96,96,SEAGATE ST8000NM0055 [8TB SATA600 7200],https://kakaku.com/item/K0000880170/,0,8000.0,7200.0,256000.0,34979.0
97,97,WESTERN DIGITAL WD8003FFBX [8TB SATA600 7200],https://kakaku.com/item/K0001058220/,0,8000.0,7200.0,256000.0,40499.0
98,98,SEAGATE ST10000NM0086 [10TB SATA600 7200],https://kakaku.com/item/K0001051525/,0,10000.0,7200.0,256000.0,42569.0
99,99,HGST HUH721212ALE600 [12TB SATA600 7200],https://kakaku.com/item/K0000996123/,0,12000.0,7200.0,256000.0,54000.0
100,100,WESTERN DIGITAL WD141KFGX [14TB SATA600 7200],https://kakaku.com/item/K0001220515/,0,14000.0,7200.0,512000.0,71949.0
101,101,ロジテック 【直販モデル】 LHD-DA10SAKWGP [1TB SATA300],https://kakaku.com/item/K0000343347/,0,1000.0,5400.0,64000.0,6600.0
102,102,SEAGATE ST31000528AS (1TB SATA300 7200),https://kakaku.com/item/K0000014807/,0,1000.0,7200.0,32000.0,7121.0
103,103,WESTERN DIGITAL WD05PURZ [500GB SATA600 5400],https://kakaku.com/item/K0000966640/,0,500.0,5400.0,64000.0,7181.0
104,104,ロジテック 【直販モデル】 LHD-DA20SAKWGP [2TB SATA300],https://kakaku.com/item/K0000343349/,0,2000.0,5400.0,64000.0,8030.0
105,105,東芝 DT01ACA200BOX [2TB SATA 7200],https://kakaku.com/item/K0000438644/,0,2000.0,7200.0,64000.0,8860.0
106,106,SEAGATE ST1000NM0008 [1TB SATA600 7200],https://kakaku.com/item/K0001035507/,0,1000.0,7200.0,128000.0,9628.0
107,107,ロジテック 【直販モデル】 LHD-DA40SAKWGP [4TB SATA600 5400],https://kakaku.com/item/K0000724971/,0,4000.0,5400.0,64000.0,11880.0
108,108,SEAGATE ST1000NM0055 [1TB SATA600 7200],https://kakaku.com/item/K0000935363/,0,1000.0,7200.0,128000.0,12480.0
109,109,SEAGATE ST2000NE0025 [2TB SATA600 7200],https://kakaku.com/item/K0000951728/,0,2000.0,7200.0,128000.0,13033.0
110,110,SEAGATE ST2000NM0055 [2TB SATA600 7200],https://kakaku.com/item/K0000925300/,0,2000.0,7200.0,128000.0,16980.0
111,111,WESTERN DIGITAL HUS726T4TALE6L4 [4TB SATA600 7200],https://kakaku.com/item/K0001114937/,0,4000.0,7200.0,256000.0,23100.0
112,112,SEAGATE ST4000NM0035 [4TB SATA600 7200],https://kakaku.com/item/K0001051523/,0,4000.0,7200.0,128000.0,23100.0
113,113,SEAGATE ST10000VX0004 [10TB SATA600 7200],https://kakaku.com/item/K0000930253/,0,10000.0,7200.0,256000.0,33830.0
114,114,HGST HUH721008ALE600 [8TB SATA600 7200],https://kakaku.com/item/K0000835197/,0,8000.0,7200.0,256000.0,41200.0
115,115,SEAGATE ST8000NE0021 [8TB SATA600 7200],https://kakaku.com/item/K0000930245/,0,8000.0,7200.0,256000.0,48920.0
116,116,SEAGATE ST12000NE0008 [12TB SATA600 7200],https://kakaku.com/item/K0001192616/,0,12000.0,7200.0,256000.0,54041.0
117,117,WESTERN DIGITAL WD121KFBX [12TB SATA600 7200],https://kakaku.com/item/K0001163679/,0,12000.0,7200.0,256000.0,61548.0
118,118,SEAGATE ST14000DM001 [14TB SATA600 7200],https://kakaku.com/item/K0001101159/,0,14000.0,7200.0,256000.0,85310.0
119,119,WESTERN DIGITAL WD5002AALX [500GB SATA600 7200],https://kakaku.com/item/K0000221784/,0,500.0,7200.0,32000.0,5538.0
120,120,SEAGATE ST1500DL003 [1.5TB SATA600 5900],https://kakaku.com/item/K0000185739/,0,1500.0,5900.0,64000.0,5736.0
121,121,東芝 DT01ABA050V [500GB SATA600 5700],https://kakaku.com/item/K0000406699/,0,500.0,5700.0,32000.0,5800.0
122,122,東芝 DT01ACA050BOX [500GB SATA 7200],https://kakaku.com/item/K0000438642/,0,500.0,7200.0,32000.0,6322.0
123,123,東芝 DT01ACA100BOX [1TB SATA 7200],https://kakaku.com/item/K0000438643/,0,1000.0,7200.0,32000.0,6390.0
124,124,東芝 DT01ABA100V [1TB SATA600 5700],https://kakaku.com/item/K0000406697/,0,1000.0,5700.0,32000.0,6480.0
125,125,東芝 DT01ABA200V [2TB SATA600 5700],https://kakaku.com/item/K0000406695/,0,2000.0,5700.0,32000.0,8900.0
126,126,東芝 MK2002TSKB [2TB SATA300 7200],https://kakaku.com/item/K0000184544/,0,2000.0,7200.0,64000.0,9200.0
127,127,SEAGATE ST2000VM003 [2TB SATA600 5900],https://kakaku.com/item/K0000665228/,0,2000.0,5900.0,64000.0,9397.0
128,128,東芝 DT01ABA300V [3TB SATA600 5940],https://kakaku.com/item/K0000406694/,0,3000.0,5940.0,32000.0,9980.0
129,129,WESTERN DIGITAL WD2503ABYZ [250GB SATA600 7200],https://kakaku.com/item/K0000651713/,0,250.0,7200.0,64000.0,10480.0
130,130,東芝 DT01ACA300BOX [3TB SATA 7200],https://kakaku.com/item/K0000438645/,0,3000.0,7200.0,64000.0,12158.0
131,131,WESTERN DIGITAL WD40EZRZ-RT [4TB SATA600 5400],https://kakaku.com/item/K0000820663/,0,4000.0,5400.0,64000.0,16141.0
132,132,WESTERN DIGITAL WD2004FBYZ [2TB SATA600 7200],https://kakaku.com/item/K0000876594/,0,2000.0,7200.0,128000.0,18329.0
133,133,ロジテック 【直販モデル】 LHD-DA20SAKWRP [2TB SATA600 7200],https://kakaku.com/item/K0000724201/,0,2000.0,7200.0,64000.0,21340.0
134,134,SEAGATE ST3000NM0005 [3TB SATA600 7200],https://kakaku.com/item/K0000956538/,0,3000.0,7200.0,128000.0,23759.0
135,135,SEAGATE ST4000NE0025 [4TB SATA600 7200],https://kakaku.com/item/K0000951727/,0,4000.0,7200.0,128000.0,24980.0
136,136,SEAGATE ST6000NE000 [6TB SATA600 7200],https://kakaku.com/item/K0001192618/,0,6000.0,7200.0,256000.0,31479.0
137,137,SEAGATE ST6000NE0023 [6TB SATA600 7200],https://kakaku.com/item/K0001032562/,0,6000.0,7200.0,256000.0,31549.0
138,138,ロジテック 【直販モデル】 LHD-DA60SAKWR [6TB SATA600 7200],https://kakaku.com/item/K0000724967/,0,6000.0,7200.0,64000.0,31790.0
139,139,SEAGATE ST8000NE001 [8TB SATA600 7200],https://kakaku.com/item/K0001192617/,0,8000.0,7200.0,256000.0,32978.0
140,140,ロジテック 【直販モデル】 LHD-DA40SAKWRP [4TB SATA600 7200],https://kakaku.com/item/K0000724203/,0,4000.0,7200.0,64000.0,33440.0
141,141,ロジテック 【直販モデル】 LHD-DA60SAKWGP [6TB SATA600 5400],https://kakaku.com/item/K0000724969/,0,6000.0,5400.0,64000.0,33440.0
142,142,SEAGATE ST6000NM0115 [6TB SATA600 7200],https://kakaku.com/item/K0001051524/,0,6000.0,7200.0,256000.0,33456.0
143,143,SEAGATE ST6000NE0021 [6TB SATA600 7200],https://kakaku.com/item/K0000930244/,0,6000.0,7200.0,256000.0,36718.0
144,144,SEAGATE ST10000NE0004 [10TB SATA600 7200],https://kakaku.com/item/K0000930246/,0,10000.0,7200.0,256000.0,44470.0
145,145,SEAGATE ST10000DM0004 [10TB SATA600 7200],https://kakaku.com/item/K0000909153/,0,10000.0,7200.0,256000.0,45244.0
146,146,SEAGATE ST10000NM0016 [10TB SATA600 7200],https://kakaku.com/item/K0000870039/,0,10000.0,7200.0,256000.0,48800.0
147,147,SEAGATE ST12000NE0007 [12TB SATA600 7200],https://kakaku.com/item/K0001004784/,0,12000.0,7200.0,256000.0,49500.0
148,148,SEAGATE ST10000NE0008 [10TB SATA600 7200],https://kakaku.com/item/K0001167553/,0,10000.0,7200.0,256000.0,50668.0
149,149,ロジテック 【直販モデル】 LHD-DA80SAKWR [8TB SATA600 5400],https://kakaku.com/item/K0000876887/,0,8000.0,5400.0,64000.0,55440.0
150,150,WESTERN DIGITAL WD140PURZ [14TB SATA600 7200],https://kakaku.com/item/K0001221781/,0,14000.0,7200.0,512000.0,56799.0
151,151,HGST HUS726060ALA640 [6TB SATA600 7200],https://kakaku.com/item/K0000591565/,0,6000.0,7200.0,64000.0,59160.0
152,152,SEAGATE ST12000NM0007 [12TB SATA600 7200],https://kakaku.com/item/K0001009304/,0,12000.0,7200.0,256000.0,61137.0
153,153,SEAGATE ST2000LX001 [2TB 7mm],https://kakaku.com/item/K0000930260/,0,2000.0,5400.0,128000.0,8100.0
154,154,東芝 MQ01ABD100 [1TB 9.5mm],https://kakaku.com/item/K0000276595/,0,1000.0,5400.0,8000.0,4683.0
155,155,WESTERN DIGITAL WD10SPZX [1TB 7mm],https://kakaku.com/item/K0000983114/,0,1000.0,5400.0,128000.0,5280.0
156,156,WESTERN DIGITAL WD5000LPCX [500GB 7mm],https://kakaku.com/item/K0000862479/,0,500.0,5400.0,16000.0,3440.0
157,157,WESTERN DIGITAL WD20SPZX [2TB 7mm],https://kakaku.com/item/K0001035209/,0,2000.0,5400.0,128000.0,9793.0
158,158,東芝 MQ01ABD050 [500GB 9.5mm],https://kakaku.com/item/K0000276597/,0,500.0,5400.0,8000.0,3442.0
159,159,WESTERN DIGITAL WD40NPZZ [4TB 15mm],https://kakaku.com/item/K0000976782/,0,4000.0,5400.0,8000.0,15645.0
160,160,SEAGATE ST1000LM048 [1TB 7mm],https://kakaku.com/item/K0000920811/,0,1000.0,5400.0,128000.0,4818.0
161,161,SEAGATE ST1000LM049 [1TB 7mm],https://kakaku.com/item/K0001055642/,0,1000.0,7200.0,128000.0,6780.0
162,162,SEAGATE ST500LT012 [500GB 7mm],https://kakaku.com/item/K0000393708/,0,500.0,5400.0,16000.0,2967.0
163,163,WESTERN DIGITAL WD3200LPVX [320GB 7mm],https://kakaku.com/item/K0000519162/,0,320.0,5400.0,8000.0,2571.0
164,164,HGST HTS541515A9E630 [1.5TB 9.5mm],https://kakaku.com/item/K0000559557/,0,1500.0,5400.0,32000.0,5980.0
165,165,SEAGATE ST2000LM015 [2TB 7mm],https://kakaku.com/item/K0000920810/,0,2000.0,5400.0,128000.0,7690.0
166,166,東芝 MK2576GSX [250GB 9.5mm],https://kakaku.com/item/K0000255901/,0,250.0,5400.0,8000.0,2900.0
167,167,SEAGATE ST500LM034 [500GB 7mm],https://kakaku.com/item/K0001055643/,0,500.0,7200.0,128000.0,5787.0
168,168,SEAGATE ST250LT003 [250GB 7mm],https://kakaku.com/item/K0000393713/,0,250.0,5400.0,16000.0,2571.0
169,169,WESTERN DIGITAL WD5000MPCK [500GB 5mm],https://kakaku.com/item/K0000624750/,0,500.0,5400.0,16000.0,3200.0
170,170,HGST HTS545050B7E660 [500GB 7mm],https://kakaku.com/item/K0000960171/,0,500.0,5400.0,16000.0,4450.0
171,171,HGST HTS541680J9AT00 (80G 9.5mm),https://kakaku.com/item/05360410350/,0,80.0,5400.0,8000.0,4578.0
172,172,SEAGATE ST500LM030 [500GB 7mm],https://kakaku.com/item/K0000930254/,0,500.0,5400.0,128000.0,4650.0
173,173,SEAGATE ST1000LX015 [1TB 7mm],https://kakaku.com/item/K0000930259/,0,1000.0,5400.0,128000.0,7280.0
174,174,SEAGATE ST2000LM007 [2TB 7mm],https://kakaku.com/item/K0000874961/,0,2000.0,5400.0,128000.0,7384.0
175,175,SEAGATE ST4000LM024 [4TB 15mm],https://kakaku.com/item/K0000930256/,0,4000.0,5400.0,128000.0,13595.0
176,176,SEAGATE ST5000LM000 [5TB 15mm],https://kakaku.com/item/K0000930257/,0,5000.0,5400.0,128000.0,17763.0
177,177,HGST HTS545032A7E380 [320GB 7mm],https://kakaku.com/item/K0000220782/,0,320.0,5400.0,8000.0,3101.0
178,178,東芝 MQ01ABD100M [1TB 9.5mm],https://kakaku.com/item/K0000914396/,0,1000.0,5400.0,8000.0,4665.0
179,179,SEAGATE ST250LT007 [250GB 7mm],https://kakaku.com/item/K0000393719/,0,250.0,7200.0,16000.0,3022.0
180,180,WESTERN DIGITAL WD5000LPVX [500GB 7mm],https://kakaku.com/item/K0000512071/,0,500.0,5400.0,8000.0,3461.0
181,181,HGST HTS727564A9E364 [640GB 9.5mm],https://kakaku.com/item/K0000156534/,0,640.0,7200.0,16000.0,4665.0
182,182,WESTERN DIGITAL WD5000LPLX [500GB 7mm],https://kakaku.com/item/K0000755023/,0,500.0,7200.0,32000.0,5980.0
183,183,WESTERN DIGITAL WD2500BEVE (250GB 9.5mm),https://kakaku.com/item/05366010558/,0,250.0,5400.0,8000.0,6600.0
184,184,WESTERN DIGITAL WD3200BEVT (320G 9.5mm),https://kakaku.com/item/05366010527/,0,320.0,5400.0,8000.0,3560.0
185,185,東芝 MK3276GSX [320GB 9.5mm],https://kakaku.com/item/K0000255902/,0,320.0,5400.0,8000.0,3740.0
186,186,WESTERN DIGITAL WD5000BEVT (500GB 9.5mm),https://kakaku.com/item/05366010669/,0,500.0,5400.0,8000.0,4549.0
187,187,HGST HTS541616J9AT00 (160G 9.5mm),https://kakaku.com/item/05360410348/,0,160.0,5400.0,8000.0,6050.0
188,188,WESTERN DIGITAL WD3200LPVT [320GB 6.8mm],https://kakaku.com/item/K0000395142/,0,320.0,5400.0,8000.0,3165.0
189,189,東芝 MK5076GSX [500GB 9.5mm],https://kakaku.com/item/K0000255903/,0,500.0,5400.0,8000.0,3758.0
190,190,SEAGATE ST9500325AS (500GB 9.5mm),https://kakaku.com/item/K0000012478/,0,500.0,5400.0,8000.0,3850.0
191,191,WESTERN DIGITAL WD3200LPCX [320GB 7mm],https://kakaku.com/item/K0000862480/,0,320.0,5400.0,16000.0,4895.0
192,192,HGST HTS545025A7E680 [250GB 7mm],https://kakaku.com/item/K0000756108/,0,250.0,5400.0,8000.0,5044.0
